x,y,z
0.19961051569657773,0.0,0.987524342768964
0.39922103139315546,0.0,0.9750486855379278
0.5988315470897332,0.0,0.9625730283068916
0.7984420627863109,0.0,0.9500973710758556
0.9980525784828886,0.0,0.9376217138448195
1.1976630941794664,0.0,0.9251460566137834
1.310040133006577,-0.021744849635267686,0.9126703993827472
1.2932308429499697,-0.08969172267033713,0.9005982130380427
1.3379916558389375,-0.14653670894530887,0.8894939463803433
1.3675889651178408,-0.22445728697268047,0.8790437302032381
1.4251131110350193,-0.3024671915116348,0.8692865860158147
1.497221828339171,-0.3895620202420405,0.8600941977173738
1.5959619351264078,-0.47456035635211624,0.8514093142322522
1.7216141713533164,-0.5533859384593797,0.843139533732677
1.8755274908539719,-0.6152350640787896,0.8352008626767583
2.053574408515752,-0.6507953839051682,0.8275022349861313
2.247220723419274,-0.6525777286298116,0.81995504859751
2.445057884983032,-0.6191826491928218,0.8124797280425103
2.6373076822191326,-0.5573347617963754,0.8050188115887994
2.8224948562047154,-0.4819146715877492,0.7975499681380149
3.00746365356272,-0.4062129409392918,0.7900805651657684
3.1924324509207245,-0.33051121029083436,0.7826111621935219
3.377401248278729,-0.254809479642377,0.7751417592212754
3.5623700456367335,-0.17910774899391962,0.7676723562490289
3.747338842994738,-0.10340601834546226,0.7602029532767823
3.9323076403527426,-0.02770428769700492,0.7527335503045358
4.117276437710747,0.047997442951452224,0.7452641473322894
4.257441736939337,0.19066369566666294,0.7454351103678037
4.397607036167927,0.3333299483818737,0.7456060734033181
4.537772335396517,0.4759962010970844,0.7457770364388324
4.677937634625107,0.6186624538122951,0.7459479994743468
4.818102933853697,0.7613287065275058,0.7461189625098611
4.958268233082287,0.9039949592427166,0.7462899255453754
5.098433532310877,1.0466612119579273,0.7464608885808898
5.238598831539467,1.189327464673138,0.7466318516164041
5.378764130768057,1.3319937173883487,0.7468028146519186
5.503191429368017,1.4577371170998061,0.7469737776874329
5.501483587357891,1.4456024947977852,0.7471436323532941
5.511480724490642,1.4441717587266616,0.7473035110148127
5.5171187076464125,1.4351367678977323,0.747454692936865
5.527602409764813,1.428376523110769,0.7475972965166869
5.538571670692065,1.4180976587703793,0.7477320016556714
5.553123833407323,1.407172496828279,0.7478591604262367
5.570551902813614,1.3936481397113993,0.7479792601458376
5.592421311621271,1.3782812494160273,0.7480926878267206
5.619407154835264,1.3604033794573627,0.7481998560607368
5.653025886643102,1.3403192127541246,0.748301143322944
5.6948074953771295,1.3181260493594282,0.7483969307655822
5.7467631328283595,1.2946044937834678,0.748487590984005
5.811137434493103,1.2710683927466642,0.748573503058089
5.890370383642963,1.2499072289632154,0.7486550564936747
5.986705918180566,1.2348382043424293,0.7487326630428761
6.101555693224001,1.2312629911181112,0.7488067665767312
6.234474022709619,1.246201620536872,0.7488778541204548
6.381930505933418,1.2875463180219358,0.7489464625545795
6.53644205430575,1.3622118702334183,0.7490131757032591
6.687077394073,1.473367550767226,0.7490786017721003
6.822249337970812,1.6179151167678312,0.7491433205323701
6.934579674840522,1.7861911265933623,0.7492077971364342
7.02629275515307,1.9652671623023616,0.7492722866706336
7.110649151801385,2.1456036884120175,0.7493368084534336
7.16823054944038,2.3306693543628576,0.7494013014566057
7.226741010345308,2.5218771237685953,0.7494655024643182
7.308249686329631,2.706650755317238,0.7495295845297726
7.402316035581328,2.883275336323228,0.7495937297102325
7.4966914284815065,3.059608206485342,0.7496578805332478
7.591066821381685,3.235941076647456,0.749722031356263
7.6854422142818635,3.4122739468095697,0.7497861821792783
7.779817607182042,3.5886068169716836,0.7498503330022935
7.8741930000822205,3.764939687133797,0.7499144838253088
7.968568392982399,3.9412725572959104,0.749978634648324
8.062943785882577,4.117605427458024,0.7500427854713393
8.05991949604677,4.304144674814911,0.8221119388347261
8.056895206210964,4.490683922171797,0.8941810921981129
8.053870916375157,4.677223169528684,0.9662502455614997
8.05084662653935,4.863762416885571,1.0383193989248864
8.047822336703543,5.050301664242458,1.1103885522882733
8.044798046867736,5.236840911599344,1.18245770565166
8.042097418111581,5.417866416465931,1.2504264268627567
8.04788503880192,5.482281079415092,1.2178560801070626
8.05702258809741,5.530466753559362,1.153055515684102
8.065567313902028,5.60810271185173,1.100603180402711
8.075347014063686,5.70033444544783,1.0414136284679654
8.084612841918394,5.817388092769228,0.99275123194141
8.093077768490014,5.957833848193504,0.9566724591813575
8.099362691639847,6.120340826200021,0.9444428669809278
8.102388132052404,6.2986213935521365,0.9635689909199685
8.101236434899304,6.482577972774997,1.0192439331573813
8.095720786129412,6.660740836948309,1.1101713720868016
8.086610589695495,6.824966994824715,1.22784485637023
8.07560963382844,6.976624349417798,1.358277466680893
8.064486310211247,7.127178425227914,1.4894633726642303
8.053362986594053,7.27773250103803,1.6206492786475677
8.04223966297686,7.428286576848146,1.751835184630905
8.031116339359665,7.578840652658262,1.8830210906142424
8.019993015742472,7.729394728468378,2.0142069965975797
8.008869692125277,7.879948804278494,2.1453929025809173
7.997746368508084,8.03050288008861,2.276578808564255
7.80741518331396,7.981441029627492,2.2396061866403096
7.617083998119837,7.932379179166373,2.2026335647163644
7.426752812925713,7.883317328705255,2.165660942792419
7.236421627731589,7.8342554782441365,2.128688320868474
7.046090442537466,7.785193627783018,2.0917156989445287
6.855759257343342,7.7361317773219,2.054743077020583
6.6654280721492185,7.687069926860781,2.0177704550966378
6.475096886955095,7.638008076399663,1.9807978331726923
6.2935919848232675,7.59151012054748,1.9583307634408018
6.13898545939131,7.553548907328393,2.0121073593086223
5.965714820857476,7.510649871540184,2.0566430481252387
5.776585320492825,7.462909699518831,2.0647320071755235
5.583159995188064,7.41330859115171,2.038602014484465
5.394639651079025,7.364342410358502,1.9855408193167416
5.211258015873907,7.316434904692487,1.9216968942309693
5.027876380668788,7.268527399026473,1.857852969145197
4.8444947454636695,7.220619893360459,1.7940090440594245
4.661113110258551,7.172712387694444,1.730165118973652
4.4777314750534325,7.124804882028431,1.6663211938878795
4.294349839848314,7.076897376362417,1.6024772688021072
4.1109682046431955,7.028989870696403,1.5386333437163346
3.927586569438077,6.981082365030389,1.4747894186305623
3.789513348569892,6.840486131904447,1.4406063100843618
3.651440127701707,6.699889898778505,1.4064232015381612
3.513366906833522,6.559293665652563,1.3722400929919607
3.375293685965337,6.418697432526621,1.3380569844457602
3.237220465097152,6.2781011994006795,1.3038738758995596
3.099147244228967,6.137504966274737,1.2696907673533588
2.961074023360782,5.996908733148796,1.2355076588071583
2.823000802492597,5.856312500022854,1.2013245502609577
2.6849275816244123,5.715716266896912,1.167141441714757
2.5468543607562273,5.575120033770971,1.1329583331685562
2.4087811398880423,5.434523800645029,1.0987752246223554
2.2707079190198574,5.293927567519088,1.0645921160761547
2.1326346981516724,5.153331334393146,1.0304090075299541
1.9945614772834876,5.012735101267204,0.9962258989837535
1.856488256415303,4.872138868141262,0.9620427904375528
1.7184150355471182,4.7315426350153205,0.9278596818913522
1.5803418146789334,4.590946401889379,0.8936765733451515
1.4422685938107487,4.450350168763437,0.8594934647989508
1.304195372942564,4.309753935637496,0.8253103562527502
1.1661221520743792,4.169157702511554,0.7911272477065495
1.0280489312061942,4.028561469385613,0.7569441391603489
